,t,mu,gamma,noise level,A,R,S,C
0,0.0,1.25,1.0,0.01,1.004855676929342,0.0,1.0061231650972318,0.0
1,0.1,1.25,1.0,0.01,0.9936901654973517,2.799304150543801e-05,0.997054371540282,0.9774939451364291
2,0.2,1.25,1.0,0.01,1.0069345028459649,5.348346923609258e-05,1.001065500016079,0.986132857309025
3,0.30000000000000004,1.25,1.0,0.01,0.9997023140291258,7.556259492489531e-05,0.9986565199595253,0.9688745947788514
4,0.4,1.25,1.0,0.01,1.00755845163821,9.486986625281215e-05,0.9769336115613415,0.966776885944212
5,0.5,1.25,1.0,0.01,1.0093159201687516,0.0001128201141916077,0.9722753654720867,0.9593327877967167
6,0.6000000000000001,1.25,1.0,0.01,0.9966582771798977,0.00012737060199555182,0.955978901952797,0.9447570795640071
7,0.7000000000000001,1.25,1.0,0.01,1.0046284349477153,0.00014229193640995415,0.9597834269017214,0.9456320752395643
8,0.8,1.25,1.0,0.01,1.0082039312174464,0.00015273723321471025,0.9454085206069358,0.918454835085831
9,0.9,1.25,1.0,0.01,1.0010411973032187,0.00016600835975555823,0.9230783831201935,0.916736893232852
10,1.0,1.25,1.0,0.01,0.9916031487119662,0.00017354803265868594,0.9060306640961109,0.8962617346100751
11,0.0,1.25,1.0,0.01,1.004007526076636,0.0,1.0073648313113661,0.0
12,0.1,1.25,1.0,0.01,0.9949727403735211,2.801572479731695e-05,0.9984073212987921,0.9887052494887008
13,0.2,1.25,1.0,0.01,0.9943416751124631,5.3194896766428076e-05,1.0038556770026767,0.9780289848257785
14,0.30000000000000004,1.25,1.0,0.01,0.9954213549079302,7.566609403183942e-05,0.9896416350450099,0.9717325247392251
15,0.4,1.25,1.0,0.01,0.9954459756437715,9.467703415140489e-05,0.9887587654052792,0.9634541285873917
16,0.5,1.25,1.0,0.01,0.9996256481041799,0.00011289299943790138,0.9718931459904796,0.948240464877178
17,0.6000000000000001,1.25,1.0,0.01,1.0000834195132458,0.00012809685889000584,0.9700014429536612,0.9563189580834446
18,0.7000000000000001,1.25,1.0,0.01,1.0089547354589448,0.00014226553536292932,0.955824071960564,0.9281711732709188
19,0.8,1.25,1.0,0.01,1.0019747187403771,0.00015368518578280768,0.9461115145255484,0.9265760891019288
20,0.9,1.25,1.0,0.01,0.994425595395061,0.0001665936602662771,0.9257915151508468,0.9163276551236691
21,1.0,1.25,1.0,0.01,0.9951239926930733,0.00017573175078590677,0.9180196982015214,0.8997411495864227
22,0.0,1.25,1.0,0.01,0.9951155687900363,0.0,0.9951428024998288,0.0
23,0.1,1.25,1.0,0.01,1.0052686397878834,2.811654458092903e-05,0.9953039586982181,0.9742197499452211
24,0.2,1.25,1.0,0.01,1.0079179379291665,5.352335705822738e-05,1.0027638278144415,0.9803265482069223
25,0.30000000000000004,1.25,1.0,0.01,1.0079842748618397,7.503888632387009e-05,0.9835207348017484,0.9782338163635348
26,0.4,1.25,1.0,0.01,0.9903517055988555,9.54991272768701e-05,0.9898552436068457,0.9616966826177088
27,0.5,1.25,1.0,0.01,0.9903975981610431,0.00011375970030589291,0.972534516667082,0.961793875912349
28,0.6000000000000001,1.25,1.0,0.01,0.9969494142935695,0.00012960363169747476,0.9685424356101143,0.9386298811772522
29,0.7000000000000001,1.25,1.0,0.01,1.0094753457598395,0.00014327121916480983,0.960979959687004,0.9321957173130854
30,0.8,1.25,1.0,0.01,1.0003119145445967,0.00015287420365728892,0.9381907196919387,0.9199109553737836
31,0.9,1.25,1.0,0.01,0.9998168169680857,0.0001651869200709295,0.9352606340930083,0.9074423700546754
32,1.0,1.25,1.0,0.01,0.9966315670799372,0.00017556792293046207,0.9207725107446832,0.8997348771260516
33,0.0,1.25,1.0,0.01,1.005641402363009,0.0,1.007707995401547,0.0
34,0.1,1.25,1.0,0.01,1.0020222809408517,2.830491335426306e-05,1.0010431712449828,0.9744083938779382
35,0.2,1.25,1.0,0.01,0.9964418069987099,5.380976930755185e-05,0.9927382995575773,0.9779856527820268
36,0.30000000000000004,1.25,1.0,0.01,0.9927867980187536,7.539000343708828e-05,0.985781049326706,0.9705713304938334
37,0.4,1.25,1.0,0.01,0.9934632994777661,9.451499706739322e-05,0.9820467655248304,0.9629581297845802
38,0.5,1.25,1.0,0.01,0.9912334893982571,0.00011330895820074686,0.9807634306791301,0.9543258618904941
39,0.6000000000000001,1.25,1.0,0.01,0.9996922362252569,0.00012837732975058417,0.967018563531365,0.9548790263408271
40,0.7000000000000001,1.25,1.0,0.01,1.0090101564752763,0.0001417523845712548,0.9430706460112049,0.9298829869834377
41,0.8,1.25,1.0,0.01,0.9941651355986101,0.00015539190386112213,0.9384005277400737,0.9270625331302289
42,0.9,1.25,1.0,0.01,1.006495353621118,0.00016523751542016054,0.9252455541464955,0.9089558435390233
43,1.0,1.25,1.0,0.01,0.9968981855843203,0.00017425703326739433,0.9166714339204084,0.8951355513687363
44,0.0,1.25,1.0,0.01,0.993869333421961,0.0,0.9926578632233107,0.0
45,0.1,1.25,1.0,0.01,0.993015045371626,2.8431654784496293e-05,0.999409387839032,0.9756777942817211
46,0.2,1.25,1.0,0.01,0.9983300237908248,5.29607742062876e-05,1.002716442679175,0.9752563572449484
47,0.30000000000000004,1.25,1.0,0.01,0.9951402248196184,7.616528349450782e-05,0.9846724114618092,0.9814149789197301
48,0.4,1.25,1.0,0.01,0.9905528853849755,9.569079158074546e-05,0.9863318872274369,0.9663902210183161
49,0.5,1.25,1.0,0.01,0.9935846716664927,0.0001134156214018721,0.9812331229633456,0.9498532953802282
50,0.6000000000000001,1.25,1.0,0.01,0.9994299298789545,0.00012944636538245397,0.966119343587273,0.9475112519859403
51,0.7000000000000001,1.25,1.0,0.01,0.9951300121553398,0.0001408644665967791,0.9424295979873879,0.9279726989034172
52,0.8,1.25,1.0,0.01,0.9917724753682878,0.00015312952939955797,0.9487740452152627,0.9203525951395778
53,0.9,1.25,1.0,0.01,0.9898896701107931,0.00016643456438129937,0.9190240316933566,0.9203887147958434
54,1.0,1.25,1.0,0.01,1.0037057983922018,0.0001744846043488572,0.9213888063496369,0.9056636612089332
55,0.0,1.25,1.0,0.01,1.003374153648184,0.0,1.0019015333097252,0.0
56,0.1,1.25,1.0,0.01,0.9930298867294001,2.8428937209328468e-05,0.9975418790581384,0.988421273952164
57,0.2,1.25,1.0,0.01,0.9911501533680276,5.352094688473078e-05,0.9992307862354232,0.9819801186407879
58,0.30000000000000004,1.25,1.0,0.01,0.9907376874776642,7.495247874849351e-05,0.9922726527848046,0.9657932960190898
59,0.4,1.25,1.0,0.01,1.0026783500367504,9.595278870371154e-05,0.9728260750615388,0.9711333491621496
60,0.5,1.25,1.0,0.01,1.0003857216714902,0.00011343221021566702,0.9673751010093912,0.9480489421372305
61,0.6000000000000001,1.25,1.0,0.01,0.993078968142191,0.00012856348282172468,0.9723162405618428,0.9452444043015548
62,0.7000000000000001,1.25,1.0,0.01,0.9996809451841457,0.0001433659370616429,0.9578299796260458,0.9412223962460302
63,0.8,1.25,1.0,0.01,0.997741187293069,0.0001545615679796219,0.9332290998321274,0.933551796266436
