,t,mu,gamma,noise level,A,R,S,C
0,0.0,1.25,1.0,0.01,1.001168786920923,0.0,1.0019183566865748,0.0
1,0.1,1.25,1.0,0.01,1.0010145335858227,2.8287680266198154e-05,0.9913113252942461,0.060591826622831677
2,0.2,1.25,1.0,0.01,0.9920794467031362,5.361634769224192e-05,1.0061620373263749,0.06066203366055803
3,0.30000000000000004,1.25,1.0,0.01,0.9957032786626397,7.529638778434663e-05,1.0056590055304684,0.06129914681841376
4,0.4,1.25,1.0,0.01,1.0077976265412387,9.494748576954975e-05,1.0012876280706513,0.06132262433619397
5,0.5,1.25,1.0,0.01,1.004936133579295,0.00011237047904017805,0.9907545516735573,0.06067461391237059
6,0.6000000000000001,1.25,1.0,0.01,1.0000264467867188,0.00012936234712964935,0.9983124736124548,0.061525229102356596
7,0.7000000000000001,1.25,1.0,0.01,1.0051940394397276,0.000142071339359104,1.0079877494797214,0.06154283939537309
8,0.8,1.25,1.0,0.01,1.002618832607023,0.00015315920502353376,0.9975841721069647,0.06098107500521833
9,0.9,1.25,1.0,0.01,0.9964766529414514,0.0001639732206855287,0.9956875989590687,0.06102732707320279
10,1.0,1.25,1.0,0.01,1.0038521409023093,0.0001752936548534056,1.0062154521310147,0.06149227246136992
11,0.0,1.25,1.0,0.01,1.0009975835304092,0.0,0.9984885998127927,0.0
12,0.1,1.25,1.0,0.01,1.0076418613692937,2.8062539904861243e-05,1.0079963766033395,0.06124394154883757
13,0.2,1.25,1.0,0.01,1.0035089975252547,5.341905881618184e-05,1.003463847556398,0.060356662454491394
14,0.30000000000000004,1.25,1.0,0.01,0.9947623781188933,7.545429474556476e-05,1.0099542597708506,0.06081601732848042
15,0.4,1.25,1.0,0.01,0.9919753127251801,9.47658417704052e-05,0.9918412934120747,0.061008565069350484
16,0.5,1.25,1.0,0.01,1.0049337113505856,0.00011360206831477899,1.0041000410252832,0.06053134410776372
17,0.6000000000000001,1.25,1.0,0.01,0.9926440874511797,0.0001282337860318479,1.0094549284270484,0.060654888795777934
18,0.7000000000000001,1.25,1.0,0.01,1.0033711694143528,0.00014146153712612584,1.0031819445696888,0.06125906081781144
19,0.8,1.25,1.0,0.01,1.0058295254551064,0.00015358859613804075,1.00170856616929,0.06041378439288732
20,0.9,1.25,1.0,0.01,0.9900078927391466,0.00016583378990151951,0.9980974288186348,0.060376020956398845
21,1.0,1.25,1.0,0.01,0.9959496050846812,0.00017633125651641274,1.001814965523507,0.061270403474505616
22,0.0,1.25,1.0,0.01,0.9900226353443166,0.0,1.006372593316747,0.0
23,0.1,1.25,1.0,0.01,1.0051971345231603,2.812600166192735e-05,1.006509987322163,0.060415987272000225
24,0.2,1.25,1.0,0.01,1.0060545892723736,5.3049602140084104e-05,0.9998226741525391,0.06140225243516589
25,0.30000000000000004,1.25,1.0,0.01,1.0089207295198392,7.586564842733742e-05,0.9935273258122652,0.060397062949539664
26,0.4,1.25,1.0,0.01,1.0091918729293168,9.590787489783329e-05,0.9937562382814336,0.061162061027788595
27,0.5,1.25,1.0,0.01,1.0032238094618975,0.00011223293830984465,0.9940797735170238,0.06146107601024957
28,0.6000000000000001,1.25,1.0,0.01,0.9983488733826325,0.00012938418733912432,0.9992235841125452,0.060872648964043714
29,0.7000000000000001,1.25,1.0,0.01,1.0005146238528317,0.00014344204573083044,0.9958298766156185,0.06144346904611237
30,0.8,1.25,1.0,0.01,1.0011532967373469,0.00015336456723137937,0.9975671206723151,0.061343066152721004
31,0.9,1.25,1.0,0.01,0.9966932446788882,0.00016497909501504232,1.003122675396246,0.06099921077755847
