,t,mu,gamma,noise level,A,R,S,C
0,0.0,1.25,1.0,0.01,1.0087433468276654,0.0,1.0058053057515002,0.0
1,0.1,1.25,1.0,0.01,0.9930230974634978,9.337286892180849e-07,1.0058638768960746,0.061312845494975655
2,0.2,1.25,1.0,0.01,1.0028620936287562,1.7733461844913463e-06,1.0056893625779613,0.06197399013484893
3,0.30000000000000004,1.25,1.0,0.01,1.0013536000010557,2.5110593944824783e-06,1.0011895999638822,0.06109543824099579
4,0.4,1.25,1.0,0.01,1.0016550961592359,3.1878349053517564e-06,1.00117764044528,0.062156764432520675
5,0.5,1.25,1.0,0.01,1.0036979641726294,3.7684337246468788e-06,1.0023098642731125,0.0619525435431808
6,0.6000000000000001,1.25,1.0,0.01,1.0033975022653723,4.310129457817334e-06,1.0060483515241396,0.06125710103747598
7,0.7000000000000001,1.25,1.0,0.01,1.0027695111285129,4.765196787381787e-06,0.9958871074236901,0.06135414208787246
8,0.8,1.25,1.0,0.01,0.9963297181508755,5.161617182557646e-06,0.993079738749488,0.06218252526390254
9,0.9,1.25,1.0,0.01,1.0040677499372108,5.541814955984395e-06,0.9973948763569975,0.06195091832643637
10,1.0,1.25,1.0,0.01,1.0014222014571323,5.8658241324155515e-06,0.9900750439380558,0.062202509791954914
11,0.0,1.25,1.0,0.01,1.008763811618215,0.0,1.0052154880449669,0.0
12,0.1,1.25,1.0,0.01,1.0047047743629762,9.467366793898488e-07,1.0023034125442043,0.06171724265691568
13,0.2,1.25,1.0,0.01,1.0028745697500014,1.7714989235261096e-06,0.993310485816855,0.0612592061393727
14,0.30000000000000004,1.25,1.0,0.01,1.0084857765982438,2.5170315877476295e-06,1.009926103601892,0.06152182041888863
15,0.4,1.25,1.0,0.01,1.0097618066531355,3.1533118953295246e-06,1.0008944561569515,0.061630567553486025
16,0.5,1.25,1.0,0.01,0.9930080512442874,3.7380670808515106e-06,1.007591475852448,0.06224848034221293
17,0.6000000000000001,1.25,1.0,0.01,0.9903300458903069,4.27093851659145e-06,1.006005606135708,0.06207089161479351
18,0.7000000000000001,1.25,1.0,0.01,1.0017699716072896,4.742204831283153e-06,0.9931172811519542,0.062020428823957696
19,0.8,1.25,1.0,0.01,0.9907242634186699,5.144934980704298e-06,0.9954328780747649,0.06206141034252897
20,0.9,1.25,1.0,0.01,1.0007823195820342,5.520660050269584e-06,1.0093008238068235,0.06178868061821551
21,1.0,1.25,1.0,0.01,0.996409418722072,5.796157385012737e-06,0.996430634472777,0.06155665493175791
22,0.0,1.25,1.0,0.01,0.9981352489025573,0.0,0.9962142192074861,0.0
23,0.1,1.25,1.0,0.01,0.9924583414587848,9.468770891226445e-07,1.0084342949121283,0.06155769329598468
24,0.2,1.25,1.0,0.01,1.0021880579652476,1.7611354357589914e-06,0.9955108368377971,0.06207719064755304
25,0.30000000000000004,1.25,1.0,0.01,0.9912714681957071,2.5103030927945878e-06,1.0000920030287115,0.06128902734401321
26,0.4,1.25,1.0,0.01,0.9979408802971288,3.2085292052852797e-06,1.0041625750149734,0.06213230421138517
27,0.5,1.25,1.0,0.01,0.9930926571176124,3.74631921056744e-06,0.9960387250332982,0.061335750819834
28,0.6000000000000001,1.25,1.0,0.01,0.9957590263595263,4.270661849823645e-06,0.9922248255511978,0.0620971728923039
29,0.7000000000000001,1.25,1.0,0.01,0.9969574740310514,4.747384586924878e-06,1.006895431154169,0.06170866701566156
30,0.8,1.25,1.0,0.01,0.9932940247839314,5.193003981789515e-06,0.9933956122074749,0.061636119202756995
31,0.9,1.25,1.0,0.01,1.0007132321868464,5.474598643532983e-06,1.0064263944443237,0.0616439446296307
32,1.0,1.25,1.0,0.01,1.0018220077376063,5.865429130258537e-06,1.00785422262068,0.06220537377812952
33,0.0,1.25,1.0,0.01,0.9964445288674146,0.0,0.9969955675384772,0.0
34,0.1,1.25,1.0,0.01,1.0056037541980574,9.396818380599322e-07,0.9906223552082876,0.06169215780031136
35,0.2,1.25,1.0,0.01,0.9913064968559681,1.7802466730040564e-06,1.003673381118053,0.06151816588412864
36,0.30000000000000004,1.25,1.0,0.01,0.9968898230690405,2.5259940223752938e-06,0.9939536763288085,0.06146232175703161
37,0.4,1.25,1.0,0.01,1.000548245023029,3.163823966560655e-06,0.9959723339769267,0.061252645817713815
38,0.5,1.25,1.0,0.01,0.995477737271236,3.770044701019886e-06,0.996037190446567,0.06163904399073059
39,0.6000000000000001,1.25,1.0,0.01,1.009165001348425,4.235977037134681e-06,0.9975378912935189,0.06133410941119394
40,0.7000000000000001,1.25,1.0,0.01,1.0069776709700875,4.696033094851391e-06,1.0097081785933952,0.062302535927590816
41,0.8,1.25,1.0,0.01,0.9966995887897196,5.125815272186928e-06,0.9906840777060695,0.06218976055247515
42,0.9,1.25,1.0,0.01,0.9968173356941367,5.4572915677225986e-06,0.9985510983080047,0.06188763032420837
43,1.0,1.25,1.0,0.01,1.0059337882489097,5.801068944994076e-06,0.998497732297301,0.06225204585667053
44,0.0,1.25,1.0,0.01,1.0082481594280142,0.0,0.9981486077194051,0.0
45,0.1,1.25,1.0,0.01,1.0017900870258452,9.417647189693207e-07,1.0073032384841416,0.06169124619975714
46,0.2,1.25,1.0,0.01,0.9980579346691231,1.7779024666817065e-06,0.9952914781874911,0.06158953434222215
47,0.30000000000000004,1.25,1.0,0.01,0.9967717840483921,2.510152270276769e-06,0.9900220564450027,0.061745887171252796
48,0.4,1.25,1.0,0.01,0.9903996985415785,3.1706434597643146e-06,1.0029430268907247,0.061796213047685906
49,0.5,1.25,1.0,0.01,1.0011399987014677,3.7479379807229183e-06,0.9949981811067493,0.06189001725219834
50,0.6000000000000001,1.25,1.0,0.01,0.9983140042055877,4.26801380815709e-06,0.9955212205786969,0.06167560435669248
51,0.7000000000000001,1.25,1.0,0.01,1.003623352577763,4.77121519715099e-06,1.0040778130276595,0.062255997028379126
52,0.8,1.25,1.0,0.01,1.0065129145814369,5.171420947933199e-06,0.9937738775841859,0.0613818522854086
53,0.9,1.25,1.0,0.01,0.9929037497323239,5.480260471171293e-06,1.0065241160740994,0.06120380105718444
54,1.0,1.25,1.0,0.01,1.0026990590715061,5.869202541563239e-06,1.0083904687622658,0.06130242832324149
55,0.0,1.25,1.0,0.01,0.9982831934751272,0.0,0.9929470897661111,0.0
56,0.1,1.25,1.0,0.01,1.0027232554678736,9.502549123828801e-07,1.0012507313498673,0.0620697919439452
57,0.2,1.25,1.0,0.01,0.9908891547094151,1.783611264996799e-06,0.9950279787543391,0.06159197854371808
58,0.30000000000000004,1.25,1.0,0.01,0.9963881242554617,2.512130728465218e-06,0.9920602557248757,0.062219882195175866
59,0.4,1.25,1.0,0.01,1.0087329668171758,3.1652936815960214e-06,1.0098539317978774,0.06118430018396187
60,0.5,1.25,1.0,0.01,0.9935206555975585,3.7847185766768543e-06,0.9995616746604771,0.062080659499978014
